Date,rain
0.01,0
0.06,0
0.11,0
0.16,0
0.21,0
0.26,0
0.31,0
0.36,0
0.41,0
0.46,0
0.51,0
0.56,0
1.01,0
1.06,0
1.11,0
1.16,0
1.21,0
1.26,0
1.31,0
1.36,0
1.41,0
1.46,0
1.51,0
1.56,0
2.01,0
2.06,0
2.11,0
2.16,0
2.21,0
2.26,0
2.31,0
2.36,0
2.41,0
2.46,0
2.51,0
2.56,0
3.01,0
3.06,0
3.11,0
3.16,0
3.21,0
3.26,0
3.31,0
3.36,0
3.41,0
3.46,0
3.51,0
3.56,0
4.01,0
4.06,0
4.11,0
4.16,0
4.21,0
4.26,0
4.31,0
4.36,0
4.41,0
4.46,0
4.51,0
4.56,0
5.01,0
5.06,0
5.11,0
5.16,0
5.21,0
5.26,0
5.31,0
5.36,0
5.41,0
5.46,0
5.51,0
5.56,0
6.01,0
6.06,0
6.11,0
6.16,0
6.21,0
6.26,0
6.31,0
6.36,0
6.41,0
6.46,0
6.51,0
6.56,0
7.01,0
7.06,0
7.11,0
7.16,0
7.21,0
7.26,0
7.31,0
7.36,0
7.41,0
7.46,0
7.51,0
7.56,0
8.01,0
8.06,0
8.11,0
8.16,0
8.21,0
8.26,0
8.31,0
8.36,0
8.41,0
8.46,0
8.51,0
8.56,0
9.01,0
9.06,0
9.11,0
9.16,0
9.21,0
9.26,0
9.31,0
9.36,0
9.41,0
9.46,0
9.51,0
9.56,0
10.01,0
10.06,0
10.11,0
10.16,0
10.21,0
10.26,0
10.31,0
10.36,0
10.41,0
10.46,0
10.51,0
10.56,0
11.01,0
11.06,0
11.11,0
11.16,0
11.21,0
11.26,0
11.31,0
11.36,0
11.41,0
11.46,0
11.51,0
11.56,0
12.01,0
12.06,0
12.11,0
12.16,0
12.21,0
12.26,0
12.31,0
12.36,0
12.41,0
12.46,0
12.51,0
12.56,0
13.01,0
13.07,0
13.13,0
13.19,0
13.25,0
13.31,0
13.37,0
13.43,0
13.49,0
13.55,0
13.61,0
13.67,0
14.01,0
14.06,0
14.11,0
14.16,0
14.21,0
14.26,0
14.31,0
14.36,0
14.41,0
14.46,0
14.51,0
14.56,0
15.01,0
15.06,0
15.11,0
15.16,0
15.21,0
15.26,0
15.31,0
15.36,0
15.41,0
15.46,0
15.51,0
  15:56:00,0
16.01,0
16.06,0
16.11,0
16.16,0
16.21,0
16.26,0
16.31,0
16.36,0
16.41,0
16.46,0
16.51,0
16.56,0
17.01,0
17.06,0
17.11,0
17.16,0
17.21,0
17.26,0
17.31,0
17.36,0
17.41,0
17.46,0
17.51,0
17.56,0
18.01,0
18.06,0
18.11,0
18.16,0
18.21,0
18.26,0
18.31,0
18.36,0
18.41,0
18.46,0
18.51,0
18.56,0
19.01,0
19.06,0
19.11,0
19.16,0
19.21,0
19.26,0
19.31,0
19.36,0
19.41,0
19.46,0
19.51,0
19.56,0
20.01,0
20.08,0
20.15,0
20.22,0
20.29,0
20.36,0
20.43,0
20.5,0
20.57,0
20.64,0
20.71,0
20.78,0
21.01,0
21.06,0
21.11,0
21.16,0
21.21,0
21.26,0
21.31,0
21.36,0
21.41,0
21.46,0
21.51,0
21.56,0
22.01,0
22.06,0
22.11,0
22.16,0
22.21,0
22.26,0
22.31,0
22.36,0
22.41,0
22.46,0
22.51,0
22.56,0
23.01,0
23.06,0
23.11,0
23.16,0
23.21,0
23.26,0
23.31,0
23.36,0
23.41,0
23.46,0
23.51,
23.56,
